'RawData - Storage 161645 - 1ml_diluted3.spc'
'Wavelength nm.','Abs.'
464.00,0.221
464.50,0.219
465.00,0.217
465.50,0.216
466.00,0.214
466.50,0.212
467.00,0.210
467.50,0.208
468.00,0.206
468.50,0.205
469.00,0.203
469.50,0.201
470.00,0.199
470.50,0.197
471.00,0.196
471.50,0.194
472.00,0.192
472.50,0.190
473.00,0.189
473.50,0.187
474.00,0.185
474.50,0.183
475.00,0.182
475.50,0.180
476.00,0.178
476.50,0.176
477.00,0.175
477.50,0.173
478.00,0.171
478.50,0.169
479.00,0.168
479.50,0.166
480.00,0.165
480.50,0.163
481.00,0.161
481.50,0.160
482.00,0.158
482.50,0.157
483.00,0.155
483.50,0.153
484.00,0.152
484.50,0.150
485.00,0.149
485.50,0.147
486.00,0.146
486.50,0.144
487.00,0.143
487.50,0.141
488.00,0.140
488.50,0.139
489.00,0.137
489.50,0.136
490.00,0.134
490.50,0.133
491.00,0.132
491.50,0.130
492.00,0.129
492.50,0.128
493.00,0.127
493.50,0.125
494.00,0.124
494.50,0.123
495.00,0.122
495.50,0.120
496.00,0.119
496.50,0.118
497.00,0.117
497.50,0.116
498.00,0.115
498.50,0.114
499.00,0.113
499.50,0.111
500.00,0.110
500.50,0.109
501.00,0.108
501.50,0.107
502.00,0.106
502.50,0.105
503.00,0.104
503.50,0.104
504.00,0.103
504.50,0.102
505.00,0.101
505.50,0.100
506.00,0.099
506.50,0.098
507.00,0.097
507.50,0.096
508.00,0.095
508.50,0.094
509.00,0.094
509.50,0.093
510.00,0.092
510.50,0.091
511.00,0.090
511.50,0.090
512.00,0.089
512.50,0.088
513.00,0.087
513.50,0.087
514.00,0.086
514.50,0.085
515.00,0.084
515.50,0.084
516.00,0.083
516.50,0.082
517.00,0.082
517.50,0.081
518.00,0.080
518.50,0.080
519.00,0.079
519.50,0.078
520.00,0.078
520.50,0.077
521.00,0.077
521.50,0.076
522.00,0.075
522.50,0.075
523.00,0.074
523.50,0.074
524.00,0.073
524.50,0.072
525.00,0.072
525.50,0.071
526.00,0.071
526.50,0.070
527.00,0.070
527.50,0.069
528.00,0.069
528.50,0.068
529.00,0.068
529.50,0.067
530.00,0.067
530.50,0.066
531.00,0.065
531.50,0.065
532.00,0.064
532.50,0.064
533.00,0.064
533.50,0.063
534.00,0.063
534.50,0.062
535.00,0.062
535.50,0.061
536.00,0.061
536.50,0.060
537.00,0.060
537.50,0.059
538.00,0.059
538.50,0.058
539.00,0.058
539.50,0.058
540.00,0.057
540.50,0.057
541.00,0.056
541.50,0.056
542.00,0.056
542.50,0.055
543.00,0.055
543.50,0.054
544.00,0.054
544.50,0.054
545.00,0.053
545.50,0.053
546.00,0.053
546.50,0.052
547.00,0.052
547.50,0.051
548.00,0.051
548.50,0.051
549.00,0.050
549.50,0.050
550.00,0.050
550.50,0.049
551.00,0.049
551.50,0.049
552.00,0.048
552.50,0.048
553.00,0.048
553.50,0.047
554.00,0.047
554.50,0.047
555.00,0.047
555.50,0.046
556.00,0.046
556.50,0.046
557.00,0.045
557.50,0.045
558.00,0.045
558.50,0.045
559.00,0.044
559.50,0.044
560.00,0.044
560.50,0.043
561.00,0.043
561.50,0.043
562.00,0.043
562.50,0.042
563.00,0.042
563.50,0.042
564.00,0.042
564.50,0.041
565.00,0.041
565.50,0.041
566.00,0.041
566.50,0.041
567.00,0.040
567.50,0.040
568.00,0.040
568.50,0.040
569.00,0.039
569.50,0.039
570.00,0.039
570.50,0.039
571.00,0.039
571.50,0.038
572.00,0.038
572.50,0.038
573.00,0.038
573.50,0.038
574.00,0.037
574.50,0.037
575.00,0.037
575.50,0.037
576.00,0.037
576.50,0.037
577.00,0.036
577.50,0.036
578.00,0.036
578.50,0.036
579.00,0.036
579.50,0.036
580.00,0.035
580.50,0.035
581.00,0.035
581.50,0.035
582.00,0.035
582.50,0.035
583.00,0.035
583.50,0.034
584.00,0.034
584.50,0.034
585.00,0.034
585.50,0.034
586.00,0.034
586.50,0.034
587.00,0.033
587.50,0.033
588.00,0.033
588.50,0.033
589.00,0.033
589.50,0.033
590.00,0.033
590.50,0.033
591.00,0.032
591.50,0.032
592.00,0.032
592.50,0.032
593.00,0.032
593.50,0.032
594.00,0.032
594.50,0.032
595.00,0.032
595.50,0.031
596.00,0.031
596.50,0.031
597.00,0.031
597.50,0.031
598.00,0.031
598.50,0.031
599.00,0.031
599.50,0.031
600.00,0.031
600.50,0.030
601.00,0.030
601.50,0.030
602.00,0.030
602.50,0.030
603.00,0.030
603.50,0.030
604.00,0.030
604.50,0.030
605.00,0.030
605.50,0.029
606.00,0.029
606.50,0.029
607.00,0.029
607.50,0.029
608.00,0.029
608.50,0.029
609.00,0.029
609.50,0.029
610.00,0.029
610.50,0.029
611.00,0.029
611.50,0.028
612.00,0.028
612.50,0.028
613.00,0.028
613.50,0.028
614.00,0.028
614.50,0.028
615.00,0.028
615.50,0.028
616.00,0.028
616.50,0.028
617.00,0.028
617.50,0.027
618.00,0.027
618.50,0.027
619.00,0.027
619.50,0.027
620.00,0.027
620.50,0.027
621.00,0.027
621.50,0.027
622.00,0.027
622.50,0.027
623.00,0.027
623.50,0.026
624.00,0.026
624.50,0.026
625.00,0.026
625.50,0.026
626.00,0.026
626.50,0.026
627.00,0.026
627.50,0.026
628.00,0.026
628.50,0.026
629.00,0.026
629.50,0.026
630.00,0.025
630.50,0.025
631.00,0.025
631.50,0.025
632.00,0.025
632.50,0.025
633.00,0.025
633.50,0.025
634.00,0.025
634.50,0.025
635.00,0.025
635.50,0.025
636.00,0.025
636.50,0.024
637.00,0.024
637.50,0.024
638.00,0.024
638.50,0.024
639.00,0.024
639.50,0.024
640.00,0.024
640.50,0.024
641.00,0.024
641.50,0.024
642.00,0.024
642.50,0.023
643.00,0.023
643.50,0.023
644.00,0.023
644.50,0.023
645.00,0.023
645.50,0.023
646.00,0.023
646.50,0.023
647.00,0.023
647.50,0.023
648.00,0.023
648.50,0.023
649.00,0.023
649.50,0.023
650.00,0.023
650.50,0.023
651.00,0.022
651.50,0.022
652.00,0.022
652.50,0.022
653.00,0.022
653.50,0.022
654.00,0.022
654.50,0.022
655.00,0.022
655.50,0.022
656.00,0.022
656.50,0.022
657.00,0.022
657.50,0.022
658.00,0.022
658.50,0.022
659.00,0.022
659.50,0.022
660.00,0.022
660.50,0.022
661.00,0.022
661.50,0.022
662.00,0.022
662.50,0.022
663.00,0.022
663.50,0.021
664.00,0.021
664.50,0.021
665.00,0.021
665.50,0.021
666.00,0.021
666.50,0.021
667.00,0.021
667.50,0.021
668.00,0.021
668.50,0.021
669.00,0.021
669.50,0.021
670.00,0.021
670.50,0.021
671.00,0.021
671.50,0.021
672.00,0.021
672.50,0.021
673.00,0.021
673.50,0.021
674.00,0.021
674.50,0.021
675.00,0.021
675.50,0.021
676.00,0.021
676.50,0.021
677.00,0.021
677.50,0.021
678.00,0.021
678.50,0.021
679.00,0.021
679.50,0.021
680.00,0.021
680.50,0.021
681.00,0.021
681.50,0.021
682.00,0.021
682.50,0.020
683.00,0.020
683.50,0.020
684.00,0.020
684.50,0.020
685.00,0.020
685.50,0.020
686.00,0.020
686.50,0.020
687.00,0.020
687.50,0.020
688.00,0.020
688.50,0.020
689.00,0.020
689.50,0.020
690.00,0.020
690.50,0.020
691.00,0.020
691.50,0.020
692.00,0.020
692.50,0.020
693.00,0.020
693.50,0.020
694.00,0.020
694.50,0.020
695.00,0.020
695.50,0.020
696.00,0.020
696.50,0.020
697.00,0.020
697.50,0.020
698.00,0.020
698.50,0.020
699.00,0.020
699.50,0.020
700.00,0.020
700.50,0.020
701.00,0.020
701.50,0.019
702.00,0.019
702.50,0.019
703.00,0.019
703.50,0.019
704.00,0.019
704.50,0.019
705.00,0.019
705.50,0.019
706.00,0.019
706.50,0.019
707.00,0.019
707.50,0.019
708.00,0.019
708.50,0.019
709.00,0.019
709.50,0.019
710.00,0.019
710.50,0.019
711.00,0.019
711.50,0.019
712.00,0.019
712.50,0.019
713.00,0.019
713.50,0.019
714.00,0.019
714.50,0.019
715.00,0.019
715.50,0.018
716.00,0.018
716.50,0.018
717.00,0.018
717.50,0.018
718.00,0.018
718.50,0.018
719.00,0.018
719.50,0.018
720.00,0.018
720.50,0.018
721.00,0.018
721.50,0.018
722.00,0.018
722.50,0.018
723.00,0.018
723.50,0.018
724.00,0.018
724.50,0.018
725.00,0.018
725.50,0.018
726.00,0.018
726.50,0.018
727.00,0.018
727.50,0.017
728.00,0.017
728.50,0.017
729.00,0.017
729.50,0.017
730.00,0.017
730.50,0.017
731.00,0.017
731.50,0.017
732.00,0.017
732.50,0.017
733.00,0.017
733.50,0.017
734.00,0.017
734.50,0.017
735.00,0.017
735.50,0.017
736.00,0.017
736.50,0.017
737.00,0.017
737.50,0.017
738.00,0.017
738.50,0.017
739.00,0.017
739.50,0.017
740.00,0.017
740.50,0.017
741.00,0.017
741.50,0.017
742.00,0.016
742.50,0.016
743.00,0.016
743.50,0.016
744.00,0.016
744.50,0.016
745.00,0.016
745.50,0.016
746.00,0.016
746.50,0.016
747.00,0.016
747.50,0.016
748.00,0.016
748.50,0.016
749.00,0.016
749.50,0.016
750.00,0.016
750.50,0.016
751.00,0.016
751.50,0.016
752.00,0.016
752.50,0.016
753.00,0.016
753.50,0.016
754.00,0.016
754.50,0.016
755.00,0.016
755.50,0.015
756.00,0.015
756.50,0.015
757.00,0.015
757.50,0.015
758.00,0.015
758.50,0.015
759.00,0.015
759.50,0.015
760.00,0.015
760.50,0.015
761.00,0.015
761.50,0.015
762.00,0.015
762.50,0.015
763.00,0.015
763.50,0.015
764.00,0.015
764.50,0.015
765.00,0.015
765.50,0.015
766.00,0.015
766.50,0.015
767.00,0.015
767.50,0.015
768.00,0.015
768.50,0.015
769.00,0.015
769.50,0.015
770.00,0.014
770.50,0.014
771.00,0.014
771.50,0.014
772.00,0.014
772.50,0.014
773.00,0.014
773.50,0.014
774.00,0.014
774.50,0.014
775.00,0.014
775.50,0.014
776.00,0.014
776.50,0.014
777.00,0.014
777.50,0.014
778.00,0.014
778.50,0.014
779.00,0.014
779.50,0.014
780.00,0.014
780.50,0.014
781.00,0.014
781.50,0.014
782.00,0.014
782.50,0.014
783.00,0.014
783.50,0.014
784.00,0.014
784.50,0.014
785.00,0.014
785.50,0.014
786.00,0.014
786.50,0.014
787.00,0.014
787.50,0.014
788.00,0.014
788.50,0.013
789.00,0.013
789.50,0.013
790.00,0.013
790.50,0.013
791.00,0.013
791.50,0.013
792.00,0.013
792.50,0.013
793.00,0.013
793.50,0.013
794.00,0.013
794.50,0.013
795.00,0.013
795.50,0.013
796.00,0.013
796.50,0.013
797.00,0.013
797.50,0.013
798.00,0.013
798.50,0.013
799.00,0.013
799.50,0.013
800.00,0.013
