'RawData - Storage 160641 - 2ml_diluted3.spc'
'Wavelength nm.','Abs.'
507.50,0.241
508.00,0.239
508.50,0.236
509.00,0.234
509.50,0.232
510.00,0.229
510.50,0.227
511.00,0.225
511.50,0.223
512.00,0.220
512.50,0.218
513.00,0.216
513.50,0.214
514.00,0.212
514.50,0.210
515.00,0.208
515.50,0.206
516.00,0.204
516.50,0.202
517.00,0.200
517.50,0.199
518.00,0.197
518.50,0.195
519.00,0.193
519.50,0.192
520.00,0.190
520.50,0.188
521.00,0.186
521.50,0.185
522.00,0.183
522.50,0.181
523.00,0.180
523.50,0.178
524.00,0.177
524.50,0.175
525.00,0.174
525.50,0.172
526.00,0.171
526.50,0.169
527.00,0.168
527.50,0.167
528.00,0.165
528.50,0.164
529.00,0.162
529.50,0.161
530.00,0.160
530.50,0.158
531.00,0.157
531.50,0.156
532.00,0.155
532.50,0.153
533.00,0.152
533.50,0.151
534.00,0.150
534.50,0.148
535.00,0.147
535.50,0.146
536.00,0.145
536.50,0.144
537.00,0.143
537.50,0.142
538.00,0.141
538.50,0.139
539.00,0.138
539.50,0.137
540.00,0.136
540.50,0.135
541.00,0.134
541.50,0.133
542.00,0.132
542.50,0.132
543.00,0.131
543.50,0.130
544.00,0.129
544.50,0.128
545.00,0.127
545.50,0.126
546.00,0.125
546.50,0.124
547.00,0.123
547.50,0.122
548.00,0.122
548.50,0.121
549.00,0.120
549.50,0.119
550.00,0.118
550.50,0.118
551.00,0.117
551.50,0.116
552.00,0.115
552.50,0.115
553.00,0.114
553.50,0.113
554.00,0.112
554.50,0.112
555.00,0.111
555.50,0.110
556.00,0.110
556.50,0.109
557.00,0.108
557.50,0.107
558.00,0.107
558.50,0.106
559.00,0.106
559.50,0.105
560.00,0.104
560.50,0.104
561.00,0.103
561.50,0.102
562.00,0.102
562.50,0.101
563.00,0.101
563.50,0.100
564.00,0.099
564.50,0.099
565.00,0.098
565.50,0.098
566.00,0.097
566.50,0.097
567.00,0.096
567.50,0.095
568.00,0.095
568.50,0.094
569.00,0.094
569.50,0.093
570.00,0.093
570.50,0.092
571.00,0.092
571.50,0.091
572.00,0.091
572.50,0.090
573.00,0.090
573.50,0.089
574.00,0.089
574.50,0.089
575.00,0.088
575.50,0.088
576.00,0.087
576.50,0.087
577.00,0.086
577.50,0.086
578.00,0.085
578.50,0.085
579.00,0.085
579.50,0.084
580.00,0.084
580.50,0.083
581.00,0.083
581.50,0.083
582.00,0.082
582.50,0.082
583.00,0.082
583.50,0.081
584.00,0.081
584.50,0.080
585.00,0.080
585.50,0.080
586.00,0.079
586.50,0.079
587.00,0.079
587.50,0.078
588.00,0.078
588.50,0.078
589.00,0.077
589.50,0.077
590.00,0.077
590.50,0.076
591.00,0.076
591.50,0.076
592.00,0.075
592.50,0.075
593.00,0.075
593.50,0.074
594.00,0.074
594.50,0.074
595.00,0.073
595.50,0.073
596.00,0.073
596.50,0.073
597.00,0.072
597.50,0.072
598.00,0.072
598.50,0.071
599.00,0.071
599.50,0.071
600.00,0.071
600.50,0.070
601.00,0.070
601.50,0.070
602.00,0.070
602.50,0.069
603.00,0.069
603.50,0.069
604.00,0.069
604.50,0.068
605.00,0.068
605.50,0.068
606.00,0.068
606.50,0.067
607.00,0.067
607.50,0.067
608.00,0.067
608.50,0.066
609.00,0.066
609.50,0.066
610.00,0.066
610.50,0.065
611.00,0.065
611.50,0.065
612.00,0.065
612.50,0.065
613.00,0.064
613.50,0.064
614.00,0.064
614.50,0.064
615.00,0.063
615.50,0.063
616.00,0.063
616.50,0.063
617.00,0.063
617.50,0.062
618.00,0.062
618.50,0.062
619.00,0.062
619.50,0.061
620.00,0.061
620.50,0.061
621.00,0.061
621.50,0.061
622.00,0.061
622.50,0.060
623.00,0.060
623.50,0.060
624.00,0.060
624.50,0.060
625.00,0.059
625.50,0.059
626.00,0.059
626.50,0.059
627.00,0.059
627.50,0.058
628.00,0.058
628.50,0.058
629.00,0.058
629.50,0.058
630.00,0.058
630.50,0.057
631.00,0.057
631.50,0.057
632.00,0.057
632.50,0.057
633.00,0.057
633.50,0.056
634.00,0.056
634.50,0.056
635.00,0.056
635.50,0.056
636.00,0.055
636.50,0.055
637.00,0.055
637.50,0.055
638.00,0.055
638.50,0.055
639.00,0.054
639.50,0.054
640.00,0.054
640.50,0.054
641.00,0.054
641.50,0.054
642.00,0.053
642.50,0.053
643.00,0.053
643.50,0.053
644.00,0.053
644.50,0.053
645.00,0.053
645.50,0.052
646.00,0.052
646.50,0.052
647.00,0.052
647.50,0.052
648.00,0.052
648.50,0.052
649.00,0.051
649.50,0.051
650.00,0.051
650.50,0.051
651.00,0.051
651.50,0.051
652.00,0.051
652.50,0.051
653.00,0.050
653.50,0.050
654.00,0.050
654.50,0.050
655.00,0.050
655.50,0.050
656.00,0.050
656.50,0.049
657.00,0.049
657.50,0.049
658.00,0.049
658.50,0.049
659.00,0.049
659.50,0.049
660.00,0.049
660.50,0.048
661.00,0.048
661.50,0.048
662.00,0.048
662.50,0.048
663.00,0.048
663.50,0.048
664.00,0.048
664.50,0.048
665.00,0.047
665.50,0.047
666.00,0.047
666.50,0.047
667.00,0.047
667.50,0.047
668.00,0.047
668.50,0.047
669.00,0.047
669.50,0.046
670.00,0.046
670.50,0.046
671.00,0.046
671.50,0.046
672.00,0.046
672.50,0.046
673.00,0.046
673.50,0.046
674.00,0.045
674.50,0.045
675.00,0.045
675.50,0.045
676.00,0.045
676.50,0.045
677.00,0.045
677.50,0.045
678.00,0.045
678.50,0.044
679.00,0.044
679.50,0.044
680.00,0.044
680.50,0.044
681.00,0.044
681.50,0.044
682.00,0.044
682.50,0.044
683.00,0.044
683.50,0.043
684.00,0.043
684.50,0.043
685.00,0.043
685.50,0.043
686.00,0.043
686.50,0.043
687.00,0.043
687.50,0.043
688.00,0.043
688.50,0.042
689.00,0.042
689.50,0.042
690.00,0.042
690.50,0.042
691.00,0.042
691.50,0.042
692.00,0.042
692.50,0.042
693.00,0.042
693.50,0.042
694.00,0.041
694.50,0.041
695.00,0.041
695.50,0.041
696.00,0.041
696.50,0.041
697.00,0.041
697.50,0.041
698.00,0.041
698.50,0.041
699.00,0.041
699.50,0.040
700.00,0.040
700.50,0.040
701.00,0.040
701.50,0.040
702.00,0.040
702.50,0.040
703.00,0.040
703.50,0.040
704.00,0.040
704.50,0.040
705.00,0.039
705.50,0.039
706.00,0.039
706.50,0.039
707.00,0.039
707.50,0.039
708.00,0.039
708.50,0.039
709.00,0.039
709.50,0.039
710.00,0.039
710.50,0.039
711.00,0.039
711.50,0.039
712.00,0.039
712.50,0.039
713.00,0.039
713.50,0.038
714.00,0.038
714.50,0.038
715.00,0.038
715.50,0.038
716.00,0.038
716.50,0.038
717.00,0.038
717.50,0.038
718.00,0.038
718.50,0.038
719.00,0.038
719.50,0.038
720.00,0.038
720.50,0.038
721.00,0.038
721.50,0.038
722.00,0.038
722.50,0.037
723.00,0.037
723.50,0.037
724.00,0.037
724.50,0.037
725.00,0.037
725.50,0.037
726.00,0.037
726.50,0.037
727.00,0.037
727.50,0.037
728.00,0.037
728.50,0.037
729.00,0.036
729.50,0.036
730.00,0.036
730.50,0.036
731.00,0.036
731.50,0.036
732.00,0.036
732.50,0.036
733.00,0.036
733.50,0.036
734.00,0.036
734.50,0.036
735.00,0.036
735.50,0.036
736.00,0.036
736.50,0.036
737.00,0.035
737.50,0.035
738.00,0.035
738.50,0.035
739.00,0.035
739.50,0.035
740.00,0.035
740.50,0.035
741.00,0.035
741.50,0.035
742.00,0.035
742.50,0.035
743.00,0.035
743.50,0.035
744.00,0.035
744.50,0.034
745.00,0.034
745.50,0.034
746.00,0.034
746.50,0.034
747.00,0.034
747.50,0.034
748.00,0.034
748.50,0.034
749.00,0.034
749.50,0.034
750.00,0.034
750.50,0.034
751.00,0.034
751.50,0.033
752.00,0.033
752.50,0.033
753.00,0.033
753.50,0.033
754.00,0.033
754.50,0.033
755.00,0.033
755.50,0.033
756.00,0.033
756.50,0.033
757.00,0.033
757.50,0.033
758.00,0.033
758.50,0.033
759.00,0.032
759.50,0.032
760.00,0.032
760.50,0.032
761.00,0.032
761.50,0.032
762.00,0.032
762.50,0.032
763.00,0.032
763.50,0.032
764.00,0.032
764.50,0.032
765.00,0.032
765.50,0.032
766.00,0.032
766.50,0.032
767.00,0.031
767.50,0.031
768.00,0.031
768.50,0.031
769.00,0.031
769.50,0.031
770.00,0.031
770.50,0.031
771.00,0.031
771.50,0.031
772.00,0.031
772.50,0.031
773.00,0.031
773.50,0.031
774.00,0.031
774.50,0.031
775.00,0.031
775.50,0.031
776.00,0.030
776.50,0.030
777.00,0.030
777.50,0.030
778.00,0.030
778.50,0.030
779.00,0.030
779.50,0.030
780.00,0.030
780.50,0.030
781.00,0.030
781.50,0.030
782.00,0.030
782.50,0.030
783.00,0.030
783.50,0.030
784.00,0.030
784.50,0.030
785.00,0.030
785.50,0.030
786.00,0.030
786.50,0.029
787.00,0.029
787.50,0.029
788.00,0.029
788.50,0.029
789.00,0.029
789.50,0.029
790.00,0.029
790.50,0.029
791.00,0.029
791.50,0.029
792.00,0.029
792.50,0.029
793.00,0.029
793.50,0.029
794.00,0.029
794.50,0.029
795.00,0.029
795.50,0.029
796.00,0.029
796.50,0.029
797.00,0.029
797.50,0.029
798.00,0.029
798.50,0.028
799.00,0.028
799.50,0.028
800.00,0.028
