'RawData - Storage 160904 - 2ml_diluted4.spc'
'Wavelength nm.','Abs.'
408.50,0.398
409.00,0.401
409.50,0.403
410.00,0.406
410.50,0.408
411.00,0.410
411.50,0.413
412.00,0.415
412.50,0.417
413.00,0.419
413.50,0.422
414.00,0.424
414.50,0.426
415.00,0.428
415.50,0.430
416.00,0.432
416.50,0.433
417.00,0.435
417.50,0.437
418.00,0.438
418.50,0.440
419.00,0.441
419.50,0.442
420.00,0.443
420.50,0.444
421.00,0.446
421.50,0.447
422.00,0.447
422.50,0.448
423.00,0.449
423.50,0.449
424.00,0.450
424.50,0.450
425.00,0.451
425.50,0.451
426.00,0.451
426.50,0.451
427.00,0.451
427.50,0.451
428.00,0.451
428.50,0.450
429.00,0.450
429.50,0.449
430.00,0.449
430.50,0.448
431.00,0.447
431.50,0.447
432.00,0.446
432.50,0.445
433.00,0.444
433.50,0.443
434.00,0.441
434.50,0.440
435.00,0.439
435.50,0.437
436.00,0.435
436.50,0.434
437.00,0.432
437.50,0.430
438.00,0.428
438.50,0.427
439.00,0.425
439.50,0.423
440.00,0.421
440.50,0.418
441.00,0.416
441.50,0.414
442.00,0.411
442.50,0.409
443.00,0.407
443.50,0.404
444.00,0.402
444.50,0.399
445.00,0.396
445.50,0.393
446.00,0.391
446.50,0.388
447.00,0.385
447.50,0.382
448.00,0.379
448.50,0.376
449.00,0.373
449.50,0.370
450.00,0.367
450.50,0.364
451.00,0.361
451.50,0.358
452.00,0.355
452.50,0.352
453.00,0.349
453.50,0.345
454.00,0.342
454.50,0.339
455.00,0.336
455.50,0.332
456.00,0.329
456.50,0.325
457.00,0.322
457.50,0.319
458.00,0.316
458.50,0.312
459.00,0.309
459.50,0.306
460.00,0.302
460.50,0.299
461.00,0.296
461.50,0.293
462.00,0.290
462.50,0.287
463.00,0.283
463.50,0.280
464.00,0.277
464.50,0.274
465.00,0.271
465.50,0.268
466.00,0.265
466.50,0.262
467.00,0.259
467.50,0.256
468.00,0.253
468.50,0.250
469.00,0.247
469.50,0.244
470.00,0.241
470.50,0.239
471.00,0.236
471.50,0.233
472.00,0.231
472.50,0.228
473.00,0.225
473.50,0.223
474.00,0.220
474.50,0.217
475.00,0.215
475.50,0.212
476.00,0.210
476.50,0.208
477.00,0.205
477.50,0.203
478.00,0.200
478.50,0.198
479.00,0.196
479.50,0.194
480.00,0.191
480.50,0.189
481.00,0.187
481.50,0.185
482.00,0.183
482.50,0.181
483.00,0.179
483.50,0.177
484.00,0.175
484.50,0.173
485.00,0.171
485.50,0.169
486.00,0.167
486.50,0.165
487.00,0.163
487.50,0.161
488.00,0.159
488.50,0.158
489.00,0.156
489.50,0.154
490.00,0.153
490.50,0.151
491.00,0.149
491.50,0.148
492.00,0.146
492.50,0.145
493.00,0.143
493.50,0.142
494.00,0.140
494.50,0.139
495.00,0.137
495.50,0.136
496.00,0.134
496.50,0.133
497.00,0.132
497.50,0.130
498.00,0.129
498.50,0.128
499.00,0.126
499.50,0.125
500.00,0.124
500.50,0.123
501.00,0.121
501.50,0.120
502.00,0.119
502.50,0.118
503.00,0.117
503.50,0.115
504.00,0.114
504.50,0.113
505.00,0.112
505.50,0.111
506.00,0.110
506.50,0.109
507.00,0.108
507.50,0.107
508.00,0.106
508.50,0.105
509.00,0.104
509.50,0.103
510.00,0.102
510.50,0.101
511.00,0.100
511.50,0.099
512.00,0.098
512.50,0.097
513.00,0.096
513.50,0.095
514.00,0.094
514.50,0.093
515.00,0.092
515.50,0.092
516.00,0.091
516.50,0.090
517.00,0.089
517.50,0.088
518.00,0.088
518.50,0.087
519.00,0.086
519.50,0.085
520.00,0.085
520.50,0.084
521.00,0.083
521.50,0.082
522.00,0.082
522.50,0.081
523.00,0.080
523.50,0.080
524.00,0.079
524.50,0.078
525.00,0.077
525.50,0.077
526.00,0.076
526.50,0.076
527.00,0.075
527.50,0.074
528.00,0.074
528.50,0.073
529.00,0.072
529.50,0.072
530.00,0.071
530.50,0.071
531.00,0.070
531.50,0.070
532.00,0.069
532.50,0.068
533.00,0.068
533.50,0.067
534.00,0.067
534.50,0.066
535.00,0.066
535.50,0.065
536.00,0.065
536.50,0.064
537.00,0.064
537.50,0.063
538.00,0.063
538.50,0.062
539.00,0.062
539.50,0.061
540.00,0.061
540.50,0.061
541.00,0.060
541.50,0.060
542.00,0.059
542.50,0.059
543.00,0.058
543.50,0.058
544.00,0.058
544.50,0.057
545.00,0.057
545.50,0.056
546.00,0.056
546.50,0.056
547.00,0.055
547.50,0.055
548.00,0.055
548.50,0.054
549.00,0.054
549.50,0.054
550.00,0.053
550.50,0.053
551.00,0.053
551.50,0.052
552.00,0.052
552.50,0.052
553.00,0.051
553.50,0.051
554.00,0.051
554.50,0.050
555.00,0.050
555.50,0.050
556.00,0.050
556.50,0.049
557.00,0.049
557.50,0.049
558.00,0.048
558.50,0.048
559.00,0.048
559.50,0.048
560.00,0.047
560.50,0.047
561.00,0.047
561.50,0.047
562.00,0.046
562.50,0.046
563.00,0.046
563.50,0.046
564.00,0.045
564.50,0.045
565.00,0.045
565.50,0.045
566.00,0.044
566.50,0.044
567.00,0.044
567.50,0.044
568.00,0.044
568.50,0.043
569.00,0.043
569.50,0.043
570.00,0.043
570.50,0.043
571.00,0.042
571.50,0.042
572.00,0.042
572.50,0.042
573.00,0.042
573.50,0.041
574.00,0.041
574.50,0.041
575.00,0.041
575.50,0.041
576.00,0.040
576.50,0.040
577.00,0.040
577.50,0.040
578.00,0.040
578.50,0.039
579.00,0.039
579.50,0.039
580.00,0.039
580.50,0.039
581.00,0.039
581.50,0.038
582.00,0.038
582.50,0.038
583.00,0.038
583.50,0.038
584.00,0.038
584.50,0.037
585.00,0.037
585.50,0.037
586.00,0.037
586.50,0.037
587.00,0.037
587.50,0.036
588.00,0.036
588.50,0.036
589.00,0.036
589.50,0.036
590.00,0.036
590.50,0.036
591.00,0.035
591.50,0.035
592.00,0.035
592.50,0.035
593.00,0.035
593.50,0.035
594.00,0.035
594.50,0.034
595.00,0.034
595.50,0.034
596.00,0.034
596.50,0.034
597.00,0.034
597.50,0.034
598.00,0.033
598.50,0.033
599.00,0.033
599.50,0.033
600.00,0.033
600.50,0.033
601.00,0.033
601.50,0.032
602.00,0.032
602.50,0.032
603.00,0.032
603.50,0.032
604.00,0.032
604.50,0.032
605.00,0.032
605.50,0.031
606.00,0.031
606.50,0.031
607.00,0.031
607.50,0.031
608.00,0.031
608.50,0.031
609.00,0.031
609.50,0.031
610.00,0.030
610.50,0.030
611.00,0.030
611.50,0.030
612.00,0.030
612.50,0.030
613.00,0.030
613.50,0.030
614.00,0.030
614.50,0.029
615.00,0.029
615.50,0.029
616.00,0.029
616.50,0.029
617.00,0.029
617.50,0.029
618.00,0.029
618.50,0.029
619.00,0.028
619.50,0.028
620.00,0.028
620.50,0.028
621.00,0.028
621.50,0.028
622.00,0.028
622.50,0.028
623.00,0.028
623.50,0.028
624.00,0.027
624.50,0.027
625.00,0.027
625.50,0.027
626.00,0.027
626.50,0.027
627.00,0.027
627.50,0.027
628.00,0.027
628.50,0.027
629.00,0.027
629.50,0.027
630.00,0.026
630.50,0.026
631.00,0.026
631.50,0.026
632.00,0.026
632.50,0.026
633.00,0.026
633.50,0.026
634.00,0.026
634.50,0.026
635.00,0.026
635.50,0.026
636.00,0.025
636.50,0.025
637.00,0.025
637.50,0.025
638.00,0.025
638.50,0.025
639.00,0.025
639.50,0.025
640.00,0.025
640.50,0.025
641.00,0.025
641.50,0.025
642.00,0.025
642.50,0.025
643.00,0.025
643.50,0.025
644.00,0.024
644.50,0.024
645.00,0.024
645.50,0.024
646.00,0.024
646.50,0.024
647.00,0.024
647.50,0.024
648.00,0.024
648.50,0.024
649.00,0.024
649.50,0.024
650.00,0.024
650.50,0.024
651.00,0.024
651.50,0.024
652.00,0.023
652.50,0.023
653.00,0.023
653.50,0.023
654.00,0.023
654.50,0.023
655.00,0.023
655.50,0.023
656.00,0.023
656.50,0.023
657.00,0.023
657.50,0.023
658.00,0.023
658.50,0.023
659.00,0.023
659.50,0.023
660.00,0.023
660.50,0.022
661.00,0.022
661.50,0.022
662.00,0.022
662.50,0.022
663.00,0.022
663.50,0.022
664.00,0.022
664.50,0.022
665.00,0.022
665.50,0.022
666.00,0.022
666.50,0.022
667.00,0.022
667.50,0.022
668.00,0.022
668.50,0.022
669.00,0.022
669.50,0.022
670.00,0.021
670.50,0.021
671.00,0.021
671.50,0.021
672.00,0.021
672.50,0.021
673.00,0.021
673.50,0.021
674.00,0.021
674.50,0.021
675.00,0.021
675.50,0.021
676.00,0.021
676.50,0.021
677.00,0.021
677.50,0.021
678.00,0.021
678.50,0.021
679.00,0.021
679.50,0.021
680.00,0.020
680.50,0.020
681.00,0.020
681.50,0.020
682.00,0.020
682.50,0.020
683.00,0.020
683.50,0.020
684.00,0.020
684.50,0.020
685.00,0.020
685.50,0.020
686.00,0.020
686.50,0.020
687.00,0.020
687.50,0.020
688.00,0.020
688.50,0.020
689.00,0.020
689.50,0.020
690.00,0.020
690.50,0.019
691.00,0.019
691.50,0.019
692.00,0.019
692.50,0.019
693.00,0.019
693.50,0.019
694.00,0.019
694.50,0.019
695.00,0.019
695.50,0.019
696.00,0.019
696.50,0.019
697.00,0.019
697.50,0.019
698.00,0.019
698.50,0.019
699.00,0.019
699.50,0.019
700.00,0.019
700.50,0.019
701.00,0.018
701.50,0.018
702.00,0.018
702.50,0.018
703.00,0.018
703.50,0.018
704.00,0.018
704.50,0.018
705.00,0.018
705.50,0.018
706.00,0.018
706.50,0.018
707.00,0.018
707.50,0.018
708.00,0.018
708.50,0.018
709.00,0.018
709.50,0.018
710.00,0.018
710.50,0.018
711.00,0.018
711.50,0.018
712.00,0.018
712.50,0.018
713.00,0.018
713.50,0.017
714.00,0.017
714.50,0.017
715.00,0.017
715.50,0.017
716.00,0.017
716.50,0.017
717.00,0.017
717.50,0.017
718.00,0.017
718.50,0.017
719.00,0.017
719.50,0.017
720.00,0.017
720.50,0.017
721.00,0.017
721.50,0.017
722.00,0.017
722.50,0.017
723.00,0.017
723.50,0.017
724.00,0.017
724.50,0.017
725.00,0.017
725.50,0.017
726.00,0.016
726.50,0.016
727.00,0.016
727.50,0.016
728.00,0.016
728.50,0.016
729.00,0.016
729.50,0.016
730.00,0.016
730.50,0.016
731.00,0.016
731.50,0.016
732.00,0.016
732.50,0.016
733.00,0.016
733.50,0.016
734.00,0.016
734.50,0.016
735.00,0.016
735.50,0.016
736.00,0.016
736.50,0.016
737.00,0.016
737.50,0.016
738.00,0.016
738.50,0.016
739.00,0.016
739.50,0.016
740.00,0.016
740.50,0.016
741.00,0.016
741.50,0.015
742.00,0.015
742.50,0.015
743.00,0.015
743.50,0.015
744.00,0.015
744.50,0.015
745.00,0.015
745.50,0.015
746.00,0.015
746.50,0.015
747.00,0.015
747.50,0.015
748.00,0.015
748.50,0.015
749.00,0.015
749.50,0.015
750.00,0.015
750.50,0.015
751.00,0.015
751.50,0.015
752.00,0.015
752.50,0.015
753.00,0.015
753.50,0.015
754.00,0.015
754.50,0.015
755.00,0.015
755.50,0.015
756.00,0.015
756.50,0.015
757.00,0.015
757.50,0.015
758.00,0.014
758.50,0.014
759.00,0.014
759.50,0.014
760.00,0.014
760.50,0.014
761.00,0.014
761.50,0.014
762.00,0.014
762.50,0.014
763.00,0.014
763.50,0.014
764.00,0.014
764.50,0.014
765.00,0.014
765.50,0.014
766.00,0.014
766.50,0.014
767.00,0.014
767.50,0.014
768.00,0.014
768.50,0.014
769.00,0.014
769.50,0.014
770.00,0.014
770.50,0.014
771.00,0.014
771.50,0.014
772.00,0.014
772.50,0.014
773.00,0.014
773.50,0.014
774.00,0.014
774.50,0.014
775.00,0.014
775.50,0.014
776.00,0.014
776.50,0.014
777.00,0.014
777.50,0.013
778.00,0.013
778.50,0.013
779.00,0.013
779.50,0.013
780.00,0.013
780.50,0.013
781.00,0.013
781.50,0.013
782.00,0.013
782.50,0.013
783.00,0.013
783.50,0.013
784.00,0.013
784.50,0.013
785.00,0.013
785.50,0.013
786.00,0.013
786.50,0.013
787.00,0.013
787.50,0.013
788.00,0.013
788.50,0.013
789.00,0.013
789.50,0.013
790.00,0.013
790.50,0.013
791.00,0.013
791.50,0.013
792.00,0.013
792.50,0.013
793.00,0.013
793.50,0.013
794.00,0.013
794.50,0.013
795.00,0.013
795.50,0.013
796.00,0.013
796.50,0.013
797.00,0.013
797.50,0.013
798.00,0.013
798.50,0.013
799.00,0.013
799.50,0.013
800.00,0.013
