'RawData - Storage 161250 - 1ml_diluted1.spc'
'Wavelength nm.','Abs.'
368.00,0.679
368.50,0.686
369.00,0.693
369.50,0.701
370.00,0.708
370.50,0.716
371.00,0.723
371.50,0.729
372.00,0.736
372.50,0.744
373.00,0.751
373.50,0.759
374.00,0.765
374.50,0.772
375.00,0.779
375.50,0.786
376.00,0.791
376.50,0.799
377.00,0.806
377.50,0.812
378.00,0.819
378.50,0.826
379.00,0.832
379.50,0.839
380.00,0.845
380.50,0.851
381.00,0.858
381.50,0.864
382.00,0.871
382.50,0.877
383.00,0.884
383.50,0.890
384.00,0.897
384.50,0.904
385.00,0.911
385.50,0.917
386.00,0.925
386.50,0.932
387.00,0.938
387.50,0.946
388.00,0.953
388.50,0.961
389.00,0.969
389.50,0.976
390.00,0.983
390.50,0.992
391.00,1.000
391.50,1.009
392.00,1.017
392.50,1.025
393.00,1.033
393.50,1.041
394.00,1.051
394.50,1.059
395.00,1.068
395.50,1.077
396.00,1.087
396.50,1.096
397.00,1.104
397.50,1.114
398.00,1.124
398.50,1.133
399.00,1.142
399.50,1.151
400.00,1.162
400.50,1.171
401.00,1.182
401.50,1.190
402.00,1.200
402.50,1.211
403.00,1.221
403.50,1.231
404.00,1.242
404.50,1.252
405.00,1.263
405.50,1.272
406.00,1.282
406.50,1.292
407.00,1.303
407.50,1.314
408.00,1.324
408.50,1.334
409.00,1.345
409.50,1.356
410.00,1.365
410.50,1.375
411.00,1.386
411.50,1.396
412.00,1.405
412.50,1.414
413.00,1.424
413.50,1.433
414.00,1.443
414.50,1.453
415.00,1.462
415.50,1.471
416.00,1.479
416.50,1.490
417.00,1.497
417.50,1.506
418.00,1.515
418.50,1.521
419.00,1.529
419.50,1.537
420.00,1.543
420.50,1.551
421.00,1.557
421.50,1.565
422.00,1.570
422.50,1.576
423.00,1.582
423.50,1.589
424.00,1.594
424.50,1.599
425.00,1.604
425.50,1.608
426.00,1.612
426.50,1.617
427.00,1.620
427.50,1.624
428.00,1.627
428.50,1.629
429.00,1.632
429.50,1.635
430.00,1.637
430.50,1.639
431.00,1.640
431.50,1.640
432.00,1.642
432.50,1.643
433.00,1.642
433.50,1.642
434.00,1.643
434.50,1.641
435.00,1.641
435.50,1.640
436.00,1.637
436.50,1.635
437.00,1.634
437.50,1.633
438.00,1.630
438.50,1.628
439.00,1.625
439.50,1.621
440.00,1.618
440.50,1.615
441.00,1.610
441.50,1.605
442.00,1.602
442.50,1.597
443.00,1.592
443.50,1.588
444.00,1.582
444.50,1.575
445.00,1.570
445.50,1.564
446.00,1.558
446.50,1.552
447.00,1.545
447.50,1.539
448.00,1.532
448.50,1.526
449.00,1.518
449.50,1.510
450.00,1.504
450.50,1.495
451.00,1.488
451.50,1.481
452.00,1.474
452.50,1.465
453.00,1.456
453.50,1.448
454.00,1.439
454.50,1.430
455.00,1.421
455.50,1.413
456.00,1.403
456.50,1.393
457.00,1.384
457.50,1.374
458.00,1.365
458.50,1.355
459.00,1.344
459.50,1.335
460.00,1.325
460.50,1.315
461.00,1.305
461.50,1.296
462.00,1.285
462.50,1.275
463.00,1.265
463.50,1.254
464.00,1.244
464.50,1.233
465.00,1.223
465.50,1.212
466.00,1.202
466.50,1.191
467.00,1.181
467.50,1.171
468.00,1.161
468.50,1.151
469.00,1.140
469.50,1.130
470.00,1.119
470.50,1.109
471.00,1.099
471.50,1.089
472.00,1.079
472.50,1.069
473.00,1.058
473.50,1.048
474.00,1.037
474.50,1.027
475.00,1.017
475.50,1.007
476.00,0.997
476.50,0.987
477.00,0.978
477.50,0.968
478.00,0.958
478.50,0.948
479.00,0.939
479.50,0.930
480.00,0.920
480.50,0.910
481.00,0.901
481.50,0.893
482.00,0.884
482.50,0.875
483.00,0.866
483.50,0.856
484.00,0.847
484.50,0.839
485.00,0.830
485.50,0.822
486.00,0.812
486.50,0.804
487.00,0.795
487.50,0.787
488.00,0.779
488.50,0.770
489.00,0.763
489.50,0.755
490.00,0.747
490.50,0.739
491.00,0.731
491.50,0.724
492.00,0.716
492.50,0.709
493.00,0.702
493.50,0.695
494.00,0.688
494.50,0.681
495.00,0.674
495.50,0.667
496.00,0.660
496.50,0.653
497.00,0.647
497.50,0.640
498.00,0.634
498.50,0.627
499.00,0.621
499.50,0.615
500.00,0.609
500.50,0.603
501.00,0.597
501.50,0.591
502.00,0.585
502.50,0.579
503.00,0.573
503.50,0.568
504.00,0.563
504.50,0.557
505.00,0.551
505.50,0.546
506.00,0.541
506.50,0.535
507.00,0.530
507.50,0.525
508.00,0.519
508.50,0.514
509.00,0.509
509.50,0.505
510.00,0.500
510.50,0.495
511.00,0.490
511.50,0.486
512.00,0.481
512.50,0.476
513.00,0.472
513.50,0.468
514.00,0.463
514.50,0.459
515.00,0.454
515.50,0.450
516.00,0.446
516.50,0.442
517.00,0.437
517.50,0.433
518.00,0.430
518.50,0.426
519.00,0.422
519.50,0.418
520.00,0.414
520.50,0.410
521.00,0.406
521.50,0.403
522.00,0.399
522.50,0.395
523.00,0.392
523.50,0.388
524.00,0.385
524.50,0.381
525.00,0.378
525.50,0.375
526.00,0.371
526.50,0.368
527.00,0.365
527.50,0.362
528.00,0.359
528.50,0.355
529.00,0.352
529.50,0.349
530.00,0.346
530.50,0.343
531.00,0.340
531.50,0.337
532.00,0.335
532.50,0.332
533.00,0.329
533.50,0.326
534.00,0.323
534.50,0.321
535.00,0.318
535.50,0.315
536.00,0.313
536.50,0.310
537.00,0.307
537.50,0.305
538.00,0.303
538.50,0.300
539.00,0.298
539.50,0.295
540.00,0.293
540.50,0.291
541.00,0.289
541.50,0.286
542.00,0.284
542.50,0.282
543.00,0.280
543.50,0.278
544.00,0.276
544.50,0.273
545.00,0.271
545.50,0.269
546.00,0.267
546.50,0.265
547.00,0.263
547.50,0.261
548.00,0.260
548.50,0.258
549.00,0.256
549.50,0.254
550.00,0.252
550.50,0.250
551.00,0.248
551.50,0.247
552.00,0.245
552.50,0.243
553.00,0.242
553.50,0.240
554.00,0.238
554.50,0.236
555.00,0.235
555.50,0.233
556.00,0.231
556.50,0.230
557.00,0.228
557.50,0.226
558.00,0.225
558.50,0.223
559.00,0.222
559.50,0.220
560.00,0.219
560.50,0.217
561.00,0.216
561.50,0.214
562.00,0.213
562.50,0.211
563.00,0.210
563.50,0.209
564.00,0.207
564.50,0.206
565.00,0.205
565.50,0.204
566.00,0.202
566.50,0.201
567.00,0.200
567.50,0.198
568.00,0.197
568.50,0.196
569.00,0.195
569.50,0.194
570.00,0.193
570.50,0.191
571.00,0.190
571.50,0.189
572.00,0.188
572.50,0.187
573.00,0.186
573.50,0.185
574.00,0.184
574.50,0.183
575.00,0.182
575.50,0.181
576.00,0.180
576.50,0.179
577.00,0.178
577.50,0.177
578.00,0.176
578.50,0.175
579.00,0.174
579.50,0.173
580.00,0.172
580.50,0.171
581.00,0.170
581.50,0.169
582.00,0.168
582.50,0.168
583.00,0.167
583.50,0.166
584.00,0.165
584.50,0.164
585.00,0.163
585.50,0.162
586.00,0.162
586.50,0.161
587.00,0.160
587.50,0.159
588.00,0.158
588.50,0.158
589.00,0.157
589.50,0.156
590.00,0.155
590.50,0.154
591.00,0.154
591.50,0.153
592.00,0.152
592.50,0.152
593.00,0.151
593.50,0.150
594.00,0.149
594.50,0.149
595.00,0.148
595.50,0.147
596.00,0.147
596.50,0.146
597.00,0.145
597.50,0.145
598.00,0.144
598.50,0.143
599.00,0.143
599.50,0.142
600.00,0.142
600.50,0.141
601.00,0.140
601.50,0.140
602.00,0.139
602.50,0.139
603.00,0.138
603.50,0.137
604.00,0.137
604.50,0.136
605.00,0.136
605.50,0.135
606.00,0.134
606.50,0.134
607.00,0.133
607.50,0.133
608.00,0.132
608.50,0.132
609.00,0.131
609.50,0.130
610.00,0.130
610.50,0.129
611.00,0.129
611.50,0.128
612.00,0.128
612.50,0.127
613.00,0.126
613.50,0.126
614.00,0.125
614.50,0.125
615.00,0.124
615.50,0.124
616.00,0.123
616.50,0.123
617.00,0.122
617.50,0.122
618.00,0.121
618.50,0.121
619.00,0.120
619.50,0.120
620.00,0.119
620.50,0.119
621.00,0.119
621.50,0.118
622.00,0.118
622.50,0.117
623.00,0.117
623.50,0.116
624.00,0.116
624.50,0.115
625.00,0.115
625.50,0.114
626.00,0.114
626.50,0.114
627.00,0.113
627.50,0.113
628.00,0.112
628.50,0.112
629.00,0.111
629.50,0.111
630.00,0.111
630.50,0.110
631.00,0.110
631.50,0.109
632.00,0.109
632.50,0.108
633.00,0.108
633.50,0.108
634.00,0.107
634.50,0.107
635.00,0.106
635.50,0.106
636.00,0.106
636.50,0.105
637.00,0.105
637.50,0.104
638.00,0.104
638.50,0.104
639.00,0.103
639.50,0.103
640.00,0.103
640.50,0.102
641.00,0.102
641.50,0.101
642.00,0.101
642.50,0.101
643.00,0.100
643.50,0.100
644.00,0.100
644.50,0.099
645.00,0.099
645.50,0.099
646.00,0.098
646.50,0.098
647.00,0.098
647.50,0.098
648.00,0.097
648.50,0.097
649.00,0.097
649.50,0.096
650.00,0.096
650.50,0.096
651.00,0.095
651.50,0.095
652.00,0.095
652.50,0.094
653.00,0.094
653.50,0.094
654.00,0.094
654.50,0.093
655.00,0.093
655.50,0.093
656.00,0.092
656.50,0.092
657.00,0.092
657.50,0.092
658.00,0.091
658.50,0.091
659.00,0.091
659.50,0.091
660.00,0.091
660.50,0.090
661.00,0.090
661.50,0.090
662.00,0.090
662.50,0.089
663.00,0.089
663.50,0.089
664.00,0.089
664.50,0.089
665.00,0.088
665.50,0.088
666.00,0.088
666.50,0.088
667.00,0.088
667.50,0.087
668.00,0.087
668.50,0.087
669.00,0.087
669.50,0.087
670.00,0.086
670.50,0.086
671.00,0.086
671.50,0.086
672.00,0.086
672.50,0.085
673.00,0.085
673.50,0.085
674.00,0.085
674.50,0.085
675.00,0.084
675.50,0.084
676.00,0.084
676.50,0.084
677.00,0.083
677.50,0.083
678.00,0.083
678.50,0.083
679.00,0.083
679.50,0.082
680.00,0.082
680.50,0.082
681.00,0.082
681.50,0.082
682.00,0.082
682.50,0.081
683.00,0.081
683.50,0.081
684.00,0.081
684.50,0.081
685.00,0.081
685.50,0.080
686.00,0.080
686.50,0.080
687.00,0.080
687.50,0.080
688.00,0.080
688.50,0.079
689.00,0.079
689.50,0.079
690.00,0.079
690.50,0.079
691.00,0.079
691.50,0.078
692.00,0.078
692.50,0.078
693.00,0.078
693.50,0.078
694.00,0.077
694.50,0.077
695.00,0.077
695.50,0.077
696.00,0.077
696.50,0.077
697.00,0.076
697.50,0.076
698.00,0.076
698.50,0.076
699.00,0.076
699.50,0.076
700.00,0.075
700.50,0.075
701.00,0.075
701.50,0.075
702.00,0.075
702.50,0.075
703.00,0.074
703.50,0.074
704.00,0.074
704.50,0.074
705.00,0.074
705.50,0.074
706.00,0.073
706.50,0.073
707.00,0.073
707.50,0.073
708.00,0.073
708.50,0.073
709.00,0.073
709.50,0.073
710.00,0.073
710.50,0.072
711.00,0.072
711.50,0.072
712.00,0.072
712.50,0.072
713.00,0.071
713.50,0.071
714.00,0.071
714.50,0.071
715.00,0.071
715.50,0.071
716.00,0.070
716.50,0.070
717.00,0.070
717.50,0.070
718.00,0.070
718.50,0.069
719.00,0.069
719.50,0.069
720.00,0.069
720.50,0.069
721.00,0.069
721.50,0.068
722.00,0.068
722.50,0.068
723.00,0.068
723.50,0.068
724.00,0.068
724.50,0.068
725.00,0.067
725.50,0.067
726.00,0.067
726.50,0.067
727.00,0.067
727.50,0.066
728.00,0.066
728.50,0.066
729.00,0.066
729.50,0.066
730.00,0.066
730.50,0.065
731.00,0.065
731.50,0.065
732.00,0.065
732.50,0.065
733.00,0.065
733.50,0.064
734.00,0.064
734.50,0.064
735.00,0.064
735.50,0.064
736.00,0.064
736.50,0.064
737.00,0.064
737.50,0.064
738.00,0.064
738.50,0.064
739.00,0.064
739.50,0.064
740.00,0.063
740.50,0.063
741.00,0.063
741.50,0.063
742.00,0.063
742.50,0.063
743.00,0.063
743.50,0.063
744.00,0.063
744.50,0.063
745.00,0.063
745.50,0.062
746.00,0.062
746.50,0.062
747.00,0.062
747.50,0.062
748.00,0.062
748.50,0.062
749.00,0.062
749.50,0.061
750.00,0.061
750.50,0.061
751.00,0.061
751.50,0.061
752.00,0.061
752.50,0.061
753.00,0.061
753.50,0.061
754.00,0.061
754.50,0.060
755.00,0.060
755.50,0.060
756.00,0.060
756.50,0.060
757.00,0.060
757.50,0.060
758.00,0.059
758.50,0.059
759.00,0.059
759.50,0.059
760.00,0.059
760.50,0.059
761.00,0.059
761.50,0.059
762.00,0.059
762.50,0.059
763.00,0.059
763.50,0.059
764.00,0.058
764.50,0.058
765.00,0.058
765.50,0.058
766.00,0.058
766.50,0.058
767.00,0.058
767.50,0.058
768.00,0.057
768.50,0.057
769.00,0.057
769.50,0.057
770.00,0.057
770.50,0.057
771.00,0.057
771.50,0.057
772.00,0.057
772.50,0.056
773.00,0.056
773.50,0.056
774.00,0.056
774.50,0.056
775.00,0.056
775.50,0.056
776.00,0.056
776.50,0.056
777.00,0.055
777.50,0.055
778.00,0.055
778.50,0.055
779.00,0.055
779.50,0.055
780.00,0.055
780.50,0.055
781.00,0.055
781.50,0.054
782.00,0.054
782.50,0.054
783.00,0.054
783.50,0.054
784.00,0.054
784.50,0.054
785.00,0.054
785.50,0.054
786.00,0.053
786.50,0.053
787.00,0.053
787.50,0.053
788.00,0.053
788.50,0.053
789.00,0.053
789.50,0.053
790.00,0.052
790.50,0.052
791.00,0.052
791.50,0.052
792.00,0.052
792.50,0.052
793.00,0.052
793.50,0.051
794.00,0.051
794.50,0.051
795.00,0.051
795.50,0.051
796.00,0.051
796.50,0.051
797.00,0.051
797.50,0.051
798.00,0.050
798.50,0.050
799.00,0.050
799.50,0.050
800.00,0.050
