'RawData - Storage 161502 - 1ml_diluted2.spc'
'Wavelength nm.','Abs.'
518.00,0.167
518.50,0.166
519.00,0.164
519.50,0.163
520.00,0.162
520.50,0.160
521.00,0.159
521.50,0.158
522.00,0.156
522.50,0.155
523.00,0.154
523.50,0.152
524.00,0.151
524.50,0.150
525.00,0.148
525.50,0.147
526.00,0.146
526.50,0.145
527.00,0.144
527.50,0.142
528.00,0.141
528.50,0.140
529.00,0.139
529.50,0.138
530.00,0.137
530.50,0.136
531.00,0.134
531.50,0.133
532.00,0.132
532.50,0.131
533.00,0.130
533.50,0.129
534.00,0.128
534.50,0.127
535.00,0.126
535.50,0.125
536.00,0.124
536.50,0.123
537.00,0.122
537.50,0.121
538.00,0.120
538.50,0.119
539.00,0.118
539.50,0.117
540.00,0.116
540.50,0.116
541.00,0.115
541.50,0.114
542.00,0.113
542.50,0.112
543.00,0.111
543.50,0.111
544.00,0.110
544.50,0.109
545.00,0.108
545.50,0.107
546.00,0.107
546.50,0.106
547.00,0.105
547.50,0.104
548.00,0.104
548.50,0.103
549.00,0.102
549.50,0.101
550.00,0.101
550.50,0.100
551.00,0.099
551.50,0.099
552.00,0.098
552.50,0.097
553.00,0.097
553.50,0.096
554.00,0.095
554.50,0.095
555.00,0.094
555.50,0.093
556.00,0.093
556.50,0.092
557.00,0.092
557.50,0.091
558.00,0.090
558.50,0.090
559.00,0.089
559.50,0.089
560.00,0.088
560.50,0.088
561.00,0.087
561.50,0.086
562.00,0.086
562.50,0.085
563.00,0.085
563.50,0.084
564.00,0.084
564.50,0.083
565.00,0.083
565.50,0.082
566.00,0.082
566.50,0.081
567.00,0.081
567.50,0.080
568.00,0.080
568.50,0.080
569.00,0.079
569.50,0.079
570.00,0.078
570.50,0.078
571.00,0.077
571.50,0.077
572.00,0.076
572.50,0.076
573.00,0.076
573.50,0.075
574.00,0.075
574.50,0.075
575.00,0.074
575.50,0.074
576.00,0.073
576.50,0.073
577.00,0.073
577.50,0.072
578.00,0.072
578.50,0.072
579.00,0.071
579.50,0.071
580.00,0.071
580.50,0.070
581.00,0.070
581.50,0.070
582.00,0.069
582.50,0.069
583.00,0.069
583.50,0.068
584.00,0.068
584.50,0.068
585.00,0.067
585.50,0.067
586.00,0.067
586.50,0.066
587.00,0.066
587.50,0.066
588.00,0.065
588.50,0.065
589.00,0.065
589.50,0.065
590.00,0.064
590.50,0.064
591.00,0.064
591.50,0.064
592.00,0.063
592.50,0.063
593.00,0.063
593.50,0.063
594.00,0.062
594.50,0.062
595.00,0.062
595.50,0.062
596.00,0.061
596.50,0.061
597.00,0.061
597.50,0.061
598.00,0.060
598.50,0.060
599.00,0.060
599.50,0.060
600.00,0.059
600.50,0.059
601.00,0.059
601.50,0.059
602.00,0.059
602.50,0.058
603.00,0.058
603.50,0.058
604.00,0.058
604.50,0.058
605.00,0.057
605.50,0.057
606.00,0.057
606.50,0.057
607.00,0.057
607.50,0.056
608.00,0.056
608.50,0.056
609.00,0.056
609.50,0.056
610.00,0.055
610.50,0.055
611.00,0.055
611.50,0.055
612.00,0.055
612.50,0.054
613.00,0.054
613.50,0.054
614.00,0.054
614.50,0.054
615.00,0.053
615.50,0.053
616.00,0.053
616.50,0.053
617.00,0.053
617.50,0.053
618.00,0.052
618.50,0.052
619.00,0.052
619.50,0.052
620.00,0.052
620.50,0.051
621.00,0.051
621.50,0.051
622.00,0.051
622.50,0.051
623.00,0.051
623.50,0.050
624.00,0.050
624.50,0.050
625.00,0.050
625.50,0.050
626.00,0.050
626.50,0.049
627.00,0.049
627.50,0.049
628.00,0.049
628.50,0.049
629.00,0.049
629.50,0.049
630.00,0.048
630.50,0.048
631.00,0.048
631.50,0.048
632.00,0.048
632.50,0.048
633.00,0.048
633.50,0.047
634.00,0.047
634.50,0.047
635.00,0.047
635.50,0.047
636.00,0.047
636.50,0.046
637.00,0.046
637.50,0.046
638.00,0.046
638.50,0.046
639.00,0.046
639.50,0.045
640.00,0.045
640.50,0.045
641.00,0.045
641.50,0.045
642.00,0.045
642.50,0.045
643.00,0.044
643.50,0.044
644.00,0.044
644.50,0.044
645.00,0.044
645.50,0.044
646.00,0.044
646.50,0.044
647.00,0.043
647.50,0.043
648.00,0.043
648.50,0.043
649.00,0.043
649.50,0.043
650.00,0.043
650.50,0.043
651.00,0.043
651.50,0.042
652.00,0.042
652.50,0.042
653.00,0.042
653.50,0.042
654.00,0.042
654.50,0.042
655.00,0.042
655.50,0.042
656.00,0.042
656.50,0.041
657.00,0.041
657.50,0.041
658.00,0.041
658.50,0.041
659.00,0.041
659.50,0.041
660.00,0.041
660.50,0.041
661.00,0.041
661.50,0.040
662.00,0.040
662.50,0.040
663.00,0.040
663.50,0.040
664.00,0.040
664.50,0.040
665.00,0.040
665.50,0.040
666.00,0.040
666.50,0.040
667.00,0.039
667.50,0.039
668.00,0.039
668.50,0.039
669.00,0.039
669.50,0.039
670.00,0.039
670.50,0.039
671.00,0.039
671.50,0.039
672.00,0.039
672.50,0.039
673.00,0.039
673.50,0.038
674.00,0.038
674.50,0.038
675.00,0.038
675.50,0.038
676.00,0.038
676.50,0.038
677.00,0.038
677.50,0.038
678.00,0.038
678.50,0.038
679.00,0.038
679.50,0.038
680.00,0.038
680.50,0.037
681.00,0.037
681.50,0.037
682.00,0.037
682.50,0.037
683.00,0.037
683.50,0.037
684.00,0.037
684.50,0.037
685.00,0.037
685.50,0.037
686.00,0.037
686.50,0.037
687.00,0.037
687.50,0.036
688.00,0.036
688.50,0.036
689.00,0.036
689.50,0.036
690.00,0.036
690.50,0.036
691.00,0.036
691.50,0.036
692.00,0.036
692.50,0.036
693.00,0.036
693.50,0.036
694.00,0.036
694.50,0.035
695.00,0.035
695.50,0.035
696.00,0.035
696.50,0.035
697.00,0.035
697.50,0.035
698.00,0.035
698.50,0.035
699.00,0.035
699.50,0.035
700.00,0.035
700.50,0.035
701.00,0.035
701.50,0.035
702.00,0.034
702.50,0.034
703.00,0.034
703.50,0.034
704.00,0.034
704.50,0.034
705.00,0.034
705.50,0.034
706.00,0.034
706.50,0.034
707.00,0.034
707.50,0.034
708.00,0.034
708.50,0.034
709.00,0.033
709.50,0.033
710.00,0.033
710.50,0.033
711.00,0.033
711.50,0.033
712.00,0.033
712.50,0.033
713.00,0.033
713.50,0.033
714.00,0.033
714.50,0.033
715.00,0.033
715.50,0.033
716.00,0.033
716.50,0.032
717.00,0.032
717.50,0.032
718.00,0.032
718.50,0.032
719.00,0.032
719.50,0.032
720.00,0.032
720.50,0.032
721.00,0.032
721.50,0.032
722.00,0.032
722.50,0.032
723.00,0.032
723.50,0.032
724.00,0.032
724.50,0.031
725.00,0.031
725.50,0.031
726.00,0.031
726.50,0.031
727.00,0.031
727.50,0.031
728.00,0.031
728.50,0.031
729.00,0.031
729.50,0.031
730.00,0.031
730.50,0.031
731.00,0.031
731.50,0.030
732.00,0.030
732.50,0.030
733.00,0.030
733.50,0.030
734.00,0.030
734.50,0.030
735.00,0.030
735.50,0.030
736.00,0.030
736.50,0.030
737.00,0.030
737.50,0.030
738.00,0.030
738.50,0.030
739.00,0.030
739.50,0.029
740.00,0.029
740.50,0.029
741.00,0.029
741.50,0.029
742.00,0.029
742.50,0.029
743.00,0.029
743.50,0.029
744.00,0.029
744.50,0.029
745.00,0.029
745.50,0.029
746.00,0.029
746.50,0.029
747.00,0.028
747.50,0.028
748.00,0.028
748.50,0.028
749.00,0.028
749.50,0.028
750.00,0.028
750.50,0.028
751.00,0.028
751.50,0.028
752.00,0.028
752.50,0.028
753.00,0.028
753.50,0.028
754.00,0.028
754.50,0.028
755.00,0.027
755.50,0.027
756.00,0.027
756.50,0.027
757.00,0.027
757.50,0.027
758.00,0.027
758.50,0.027
759.00,0.027
759.50,0.027
760.00,0.027
760.50,0.027
761.00,0.027
761.50,0.027
762.00,0.027
762.50,0.027
763.00,0.027
763.50,0.026
764.00,0.026
764.50,0.026
765.00,0.026
765.50,0.026
766.00,0.026
766.50,0.026
767.00,0.026
767.50,0.026
768.00,0.026
768.50,0.026
769.00,0.026
769.50,0.026
770.00,0.026
770.50,0.026
771.00,0.026
771.50,0.026
772.00,0.026
772.50,0.025
773.00,0.025
773.50,0.025
774.00,0.025
774.50,0.025
775.00,0.025
775.50,0.025
776.00,0.025
776.50,0.025
777.00,0.025
777.50,0.025
778.00,0.025
778.50,0.025
779.00,0.025
779.50,0.025
780.00,0.025
780.50,0.025
781.00,0.025
781.50,0.025
782.00,0.025
782.50,0.025
783.00,0.025
783.50,0.025
784.00,0.025
784.50,0.024
785.00,0.024
785.50,0.024
786.00,0.024
786.50,0.024
787.00,0.024
787.50,0.024
788.00,0.024
788.50,0.024
789.00,0.024
789.50,0.024
790.00,0.024
790.50,0.024
791.00,0.024
791.50,0.024
792.00,0.024
792.50,0.024
793.00,0.024
793.50,0.024
794.00,0.024
794.50,0.024
795.00,0.024
795.50,0.024
796.00,0.024
796.50,0.024
797.00,0.024
797.50,0.024
798.00,0.024
798.50,0.024
799.00,0.024
799.50,0.024
800.00,0.024
